SBY 15:10:52 [cover] Copy '/home/kevin/d/rfuzz/formal/FFTSmall/FFTSmall.v' to '/home/kevin/d/rfuzz/formal/FFTSmall/cover/src/FFTSmall.v'.
SBY 15:10:52 [cover] Copy '/home/kevin/d/rfuzz/formal/FFTSmall/FFTSmall_formal.sv' to '/home/kevin/d/rfuzz/formal/FFTSmall/cover/src/FFTSmall_formal.sv'.
SBY 15:10:52 [cover] engine_0: smtbmc boolector
SBY 15:10:52 [cover] base: starting process "cd cover/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 15:10:53 [cover] base: finished (returncode=0)
SBY 15:10:53 [cover] smt2: starting process "cd cover/model; yosys -ql design_smt2.log design_smt2.ys"
SBY 15:10:53 [cover] smt2: finished (returncode=0)
SBY 15:10:53 [cover] engine_0: starting process "cd cover; yosys-smtbmc -s boolector --presat --unroll -c --noprogress -t 200  --append 0 --dump-vcd engine_0/trace%.vcd --dump-vlogtb engine_0/trace%_tb.v --dump-smtc engine_0/trace%.smtc model/design_smt2.smt2"
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:394.33-395.32 ($cover$FFTSmall_formal.sv:394$945).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:396.33-397.32 ($cover$FFTSmall_formal.sv:396$947).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:400.33-401.32 ($cover$FFTSmall_formal.sv:400$951).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:402.33-403.32 ($cover$FFTSmall_formal.sv:402$953).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:404.33-405.32 ($cover$FFTSmall_formal.sv:404$955).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:408.33-409.32 ($cover$FFTSmall_formal.sv:408$959).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:411.33-412.32 ($cover$FFTSmall_formal.sv:411$962).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:412.33-413.32 ($cover$FFTSmall_formal.sv:412$963).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:414.33-415.32 ($cover$FFTSmall_formal.sv:414$965).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:418.33-419.32 ($cover$FFTSmall_formal.sv:418$969).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:420.33-421.32 ($cover$FFTSmall_formal.sv:420$971).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:422.33-423.32 ($cover$FFTSmall_formal.sv:422$973).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:424.33-425.32 ($cover$FFTSmall_formal.sv:424$975).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:426.33-427.32 ($cover$FFTSmall_formal.sv:426$977).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:428.33-429.32 ($cover$FFTSmall_formal.sv:428$979).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:432.33-433.32 ($cover$FFTSmall_formal.sv:432$983).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:434.33-435.32 ($cover$FFTSmall_formal.sv:434$985).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:440.33-441.32 ($cover$FFTSmall_formal.sv:440$991).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:442.33-443.32 ($cover$FFTSmall_formal.sv:442$993).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:444.33-445.32 ($cover$FFTSmall_formal.sv:444$995).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:446.33-447.32 ($cover$FFTSmall_formal.sv:446$997).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:450.33-451.32 ($cover$FFTSmall_formal.sv:450$1001).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:452.33-453.32 ($cover$FFTSmall_formal.sv:452$1003).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:454.33-455.33 ($cover$FFTSmall_formal.sv:454$1005).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:456.34-457.33 ($cover$FFTSmall_formal.sv:456$1007).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:458.34-459.33 ($cover$FFTSmall_formal.sv:458$1009).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:460.34-461.33 ($cover$FFTSmall_formal.sv:460$1011).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:464.34-465.33 ($cover$FFTSmall_formal.sv:464$1015).
SBY 15:11:46 [cover] engine_0: ##   0:00:52  Unreached cover statement at FFTSmall_formal.sv:471.34-472.33 ($cover$FFTSmall_formal.sv:471$1022).
SBY 15:11:47 [cover] engine_0: ##   0:00:53  Status: failed
SBY 15:11:47 [cover] engine_0: finished (returncode=1)
SBY 15:11:47 [cover] engine_0: Status returned by engine: FAIL
SBY 15:11:47 [cover] summary: Elapsed clock time [H:MM:SS (secs)]: 0:00:55 (55)
SBY 15:11:47 [cover] summary: Elapsed process time [H:MM:SS (secs)]: 0:01:10 (70)
SBY 15:11:47 [cover] summary: engine_0 (smtbmc boolector) returned FAIL
SBY 15:11:47 [cover] DONE (FAIL, rc=2)
